text,label
Hate tệ bad bad kém không đáng tồi tệ hate.,negative
Love satisfied love hoàn hảo tốt đáng tiền.,positive
Xuất sắc yêu thích hoàn hảo tuyệt vời wonderful.,positive
Thích thích satisfied fantastic wonderful happy.,positive
Tuyệt tuyệt fantastic ổn tốt.,positive
Ghét kém hate horrible ghét.,negative
Hài lòng superb yêu thích love fantastic brilliant amazing great.,positive
Happy amazing wonderful hài lòng tốt hài lòng love.,positive
Wonderful thích fantastic hài lòng.,positive
Thất vọng tệ kém tệ bad.,negative
Regret broken tồi tệ worst regret.,negative
Brilliant brilliant satisfied happy wonderful yêu thích.,positive
Yêu thích yêu thích ổn xuất sắc.,positive
Regret không đáng hate horrible terrible horrible.,negative
Broken poor bad poor thất vọng horrible tồi tệ.,negative
Tuyệt vời amazing wonderful hài lòng brilliant xuất sắc.,positive
Yêu thích ổn ổn amazing happy.,positive
Regret horrible tệ broken bad không đáng bad ghét.,negative
Tồi tệ ghét regret awful tệ broken.,negative
Fantastic hài lòng tốt thích thích love hài lòng.,positive
Ghét bad broken tệ awful.,negative
Kém broken ghét regret tồi tệ kém kém hate.,negative
Kém ghét tồi tệ terrible.,negative
Worst terrible poor kém.,negative
Yêu thích superb satisfied wonderful hoàn hảo.,positive
Kém tồi tệ poor tồi tệ regret bad broken awful.,negative
Disappointed regret terrible kém bad tồi tệ disappointed.,negative
Tuyệt yêu thích wonderful excellent.,positive
Tốt happy love đáng tiền superb.,positive
Superb hoàn hảo ổn amazing happy superb xuất sắc tuyệt.,positive
Thích hoàn hảo hài lòng đáng tiền fantastic tuyệt superb.,positive
Ổn hài lòng brilliant excellent thích.,positive
Không đáng kém terrible poor không đáng.,negative
Broken tồi tệ horrible thất vọng tệ.,negative
Worst tệ tệ awful tồi tệ awful terrible.,negative
Tuyệt satisfied amazing excellent.,positive
Yêu thích excellent wonderful great tuyệt đáng tiền satisfied.,positive
Hoàn hảo tuyệt fantastic đáng tiền xuất sắc satisfied.,positive
Disappointed tồi tệ tồi tệ regret disappointed.,negative
Worst terrible poor tệ không đáng poor.,negative
Bad kém terrible awful hate regret poor disappointed.,negative
Tồi tệ broken regret regret awful worst bad.,negative
Amazing fantastic thích hài lòng thích excellent tốt.,positive
Poor broken poor poor không đáng bad ghét.,negative
Thích superb tuyệt vời hài lòng hoàn hảo.,positive
Worst thất vọng kém terrible không đáng worst disappointed.,negative
Happy thích satisfied hài lòng happy excellent happy.,positive
Tồi tệ kém worst disappointed.,negative
Tuyệt excellent love love tốt.,positive
Thất vọng terrible poor disappointed tồi tệ tồi tệ tệ.,negative
Wonderful hoàn hảo superb yêu thích satisfied tốt đáng tiền.,positive
Hài lòng thích đáng tiền tốt.,positive
Hate horrible tệ tệ.,negative
Happy love amazing yêu thích.,positive
Satisfied brilliant brilliant love hài lòng đáng tiền tốt.,positive
Poor tệ regret thất vọng worst.,negative
Terrible kém broken awful tồi tệ regret.,negative
Hoàn hảo hài lòng excellent brilliant tuyệt amazing hài lòng yêu thích.,positive
Bad horrible tệ không đáng regret ghét disappointed thất vọng.,negative
Ổn tốt tuyệt vời excellent tuyệt great satisfied.,positive
Amazing thích excellent hoàn hảo đáng tiền tuyệt.,positive
Tuyệt amazing ổn love satisfied xuất sắc tuyệt vời.,positive
Ổn thích excellent wonderful brilliant love satisfied excellent.,positive
Thất vọng ghét terrible ghét horrible disappointed.,negative
Tuyệt yêu thích hài lòng hoàn hảo.,positive
Hate ghét không đáng ghét regret kém tệ không đáng.,negative
Hoàn hảo yêu thích hài lòng superb.,positive
Tệ tồi tệ awful disappointed.,negative
Đáng tiền tuyệt yêu thích fantastic yêu thích.,positive
Terrible kém ghét không đáng thất vọng.,negative
Hate broken disappointed kém worst.,negative
Tệ tệ broken disappointed.,negative
Superb tuyệt tuyệt vời satisfied.,positive
Satisfied yêu thích superb thích hài lòng.,positive
Regret broken broken poor ghét worst ghét hate.,negative
Yêu thích excellent đáng tiền amazing ổn fantastic excellent đáng tiền.,positive
Wonderful wonderful hoàn hảo brilliant superb fantastic tốt.,positive
Yêu thích amazing excellent xuất sắc satisfied love.,positive
Amazing satisfied excellent hoàn hảo.,positive
Bad thất vọng tệ terrible.,negative
Thất vọng thất vọng poor thất vọng tồi tệ.,negative
Xuất sắc superb tuyệt vời tốt.,positive
Disappointed horrible broken không đáng thất vọng.,negative
Poor thất vọng regret poor horrible.,negative
Disappointed horrible bad broken ghét.,negative
Không đáng không đáng ghét worst broken regret.,negative
Satisfied superb brilliant brilliant yêu thích happy tuyệt.,positive
Fantastic yêu thích ổn hài lòng fantastic wonderful tốt hoàn hảo.,positive
Xuất sắc great excellent superb superb superb xuất sắc.,positive
Amazing thích tốt hài lòng thích.,positive
Không đáng thất vọng horrible thất vọng.,negative
Brilliant tuyệt vời happy hoàn hảo đáng tiền excellent.,positive
Tuyệt amazing excellent ổn amazing thích xuất sắc tốt.,positive
Hoàn hảo ổn excellent amazing amazing hoàn hảo excellent.,positive
Wonderful excellent brilliant amazing fantastic amazing.,positive
Thất vọng awful ghét poor thất vọng.,negative
Satisfied hoàn hảo hoàn hảo xuất sắc hoàn hảo.,positive
Yêu thích hài lòng excellent wonderful đáng tiền.,positive
Great hài lòng amazing hoàn hảo superb.,positive
Terrible hate ghét ghét.,negative
Bad không đáng disappointed bad kém broken.,negative
Yêu thích thích superb hài lòng fantastic ổn.,positive
Ổn happy excellent excellent brilliant.,positive
Superb superb xuất sắc hoàn hảo happy.,positive
Tuyệt vời đáng tiền hoàn hảo ổn tốt.,positive
Xuất sắc tuyệt ổn tốt happy hài lòng hài lòng.,positive
Amazing satisfied thích excellent hài lòng thích.,positive
Bad broken hate tồi tệ worst broken.,negative
Tuyệt vời happy love tuyệt tốt tốt.,positive
Tuyệt tuyệt brilliant thích hài lòng.,positive
Superb yêu thích yêu thích superb wonderful brilliant hài lòng.,positive
Đáng tiền tuyệt vời đáng tiền thích love.,positive
Regret awful không đáng broken.,negative
Awful không đáng tồi tệ horrible kém.,negative
Hài lòng thích excellent tuyệt vời hài lòng happy amazing.,positive
Hate ghét tệ bad horrible.,negative
Tệ thất vọng không đáng tồi tệ bad worst tồi tệ.,negative
Đáng tiền brilliant amazing great hoàn hảo tốt tốt wonderful.,positive
Đáng tiền hài lòng hoàn hảo ổn.,positive
Xuất sắc tuyệt vời superb fantastic.,positive
Kém hate bad disappointed.,negative
Tồi tệ thất vọng worst bad thất vọng broken hate.,negative
Ghét broken không đáng broken.,negative
Thích đáng tiền xuất sắc tuyệt.,positive
Disappointed disappointed thất vọng không đáng.,negative
Đáng tiền great wonderful great đáng tiền satisfied happy brilliant.,positive
Thất vọng hate thất vọng poor không đáng worst terrible kém.,negative
Great brilliant tuyệt tuyệt tuyệt brilliant.,positive
Hate terrible awful tồi tệ.,negative
Poor bad tồi tệ terrible kém ghét tệ horrible.,negative
Happy tốt excellent thích xuất sắc.,positive
Worst bad poor disappointed thất vọng disappointed terrible.,negative
Happy brilliant excellent superb.,positive
Không đáng không đáng poor tệ thất vọng awful.,negative
Horrible broken hate horrible regret.,negative
Hoàn hảo hài lòng wonderful ổn superb happy.,positive
Fantastic tốt brilliant xuất sắc hài lòng happy hoàn hảo wonderful.,positive
Kém tệ không đáng disappointed worst broken poor poor.,negative
Tuyệt thích hoàn hảo superb.,positive
Thích yêu thích hài lòng great hoàn hảo superb excellent excellent.,positive
Thất vọng awful disappointed worst thất vọng tồi tệ bad.,negative
Tuyệt vời love brilliant wonderful hài lòng great ổn.,positive
Wonderful tuyệt vời love yêu thích excellent love ổn.,positive
Superb ổn excellent hài lòng.,positive
Thất vọng regret worst poor tồi tệ ghét không đáng.,negative
Hate thất vọng broken regret regret.,negative
Hoàn hảo xuất sắc satisfied ổn hài lòng yêu thích fantastic tốt.,positive
Horrible tệ disappointed tồi tệ bad terrible.,negative
Disappointed awful broken thất vọng kém bad worst tồi tệ.,negative
Amazing xuất sắc thích đáng tiền superb hoàn hảo đáng tiền.,positive
Brilliant happy superb love superb.,positive
Happy hoàn hảo wonderful fantastic.,positive
Disappointed awful regret disappointed không đáng terrible horrible.,negative
Tồi tệ ghét awful bad.,negative
Disappointed awful terrible horrible bad disappointed broken.,negative
Terrible ghét kém awful thất vọng.,negative
Wonderful brilliant love thích hoàn hảo satisfied love happy.,positive
Worst awful bad tệ.,negative
Great tuyệt tuyệt vời thích wonderful brilliant.,positive
Worst worst thất vọng tồi tệ.,negative
Terrible horrible kém tồi tệ.,negative
Bad awful broken poor.,negative
Wonderful superb amazing satisfied satisfied tuyệt vời thích.,positive
Yêu thích excellent đáng tiền amazing great xuất sắc yêu thích satisfied.,positive
Satisfied thích hoàn hảo happy tốt hài lòng superb.,positive
Fantastic xuất sắc amazing wonderful brilliant love happy tuyệt.,positive
Amazing tuyệt vời tuyệt vời satisfied tuyệt vời.,positive
Không đáng broken không đáng bad awful hate tệ worst.,negative
Thất vọng worst bad bad worst terrible.,negative
Broken awful tồi tệ awful horrible tệ.,negative
Brilliant wonderful xuất sắc satisfied.,positive
Fantastic yêu thích đáng tiền great wonderful.,positive
Kém broken ghét worst worst ghét.,negative
Terrible regret không đáng bad.,negative
Tệ không đáng thất vọng bad hate disappointed awful worst.,negative
Awful không đáng awful terrible kém.,negative
Tệ regret broken worst hate horrible hate disappointed.,negative
Hoàn hảo wonderful hài lòng ổn hoàn hảo superb tốt.,positive
Wonderful tốt love fantastic brilliant tốt.,positive
Hoàn hảo fantastic great tuyệt hoàn hảo.,positive
Xuất sắc yêu thích great xuất sắc.,positive
Thất vọng ghét poor tệ hate bad poor.,negative
Yêu thích thích brilliant tuyệt ổn great.,positive
Excellent xuất sắc love thích superb xuất sắc brilliant.,positive
Đáng tiền amazing hoàn hảo tuyệt vời.,positive
Worst bad ghét worst horrible tệ.,negative
Superb tuyệt satisfied hoàn hảo thích hài lòng superb excellent.,positive
Wonderful xuất sắc brilliant amazing.,positive
Awful thất vọng hate không đáng disappointed.,negative
Ghét thất vọng không đáng poor terrible thất vọng.,negative
Thất vọng poor awful tệ tệ bad poor.,negative
Thất vọng disappointed không đáng regret.,negative
Tuyệt vời đáng tiền thích superb.,positive
Yêu thích happy wonderful tốt love đáng tiền xuất sắc amazing.,positive
Love thích wonderful hài lòng amazing hoàn hảo.,positive
Không đáng không đáng disappointed poor.,negative
Terrible không đáng worst không đáng broken poor bad tệ.,negative
Horrible regret worst không đáng terrible ghét.,negative
Yêu thích satisfied đáng tiền tuyệt vời tốt amazing.,positive
Satisfied wonderful ổn fantastic yêu thích.,positive
Tệ poor worst hate.,negative
Tuyệt tuyệt tốt superb hoàn hảo.,positive
Disappointed poor tệ horrible horrible kém thất vọng awful.,negative
Yêu thích amazing xuất sắc love hài lòng excellent.,positive
Broken tồi tệ terrible thất vọng tệ kém disappointed tệ.,negative
Thích tuyệt vời thích tuyệt wonderful.,positive
Hate worst tệ bad terrible worst bad worst.,negative
Broken poor tồi tệ regret terrible.,negative
Great hài lòng thích happy excellent tốt.,positive
Ổn superb đáng tiền tuyệt đáng tiền fantastic đáng tiền.,positive
Terrible thất vọng broken ghét worst worst ghét.,negative
Hoàn hảo amazing ổn great xuất sắc happy đáng tiền.,positive
Satisfied great excellent tuyệt vời.,positive
Broken worst terrible bad horrible bad.,negative
Đáng tiền happy brilliant great superb thích.,positive
Broken ghét regret terrible terrible worst.,negative
Horrible thất vọng disappointed terrible broken tệ tồi tệ tệ.,negative
Wonderful happy love happy brilliant.,positive
Worst không đáng horrible không đáng.,negative
Hate horrible ghét bad worst horrible tệ poor.,negative
Amazing tuyệt vời superb satisfied brilliant satisfied happy hoàn hảo.,positive
Horrible tệ regret worst awful không đáng.,negative
Love amazing excellent ổn love excellent love wonderful.,positive
Tuyệt hoàn hảo brilliant brilliant ổn tuyệt vời happy tốt.,positive
Poor poor poor bad thất vọng ghét terrible tồi tệ.,negative
Tuyệt vời tuyệt tuyệt vời đáng tiền thích.,positive
Broken poor hate ghét.,negative
Terrible bad tồi tệ awful awful kém.,negative
Thất vọng broken worst horrible hate hate.,negative
Tuyệt vời ổn hoàn hảo tuyệt vời tuyệt vời tốt satisfied.,positive
Horrible broken hate tệ broken ghét kém hate.,negative
Awful regret disappointed kém.,negative
Horrible worst hate disappointed horrible.,negative
Hoàn hảo excellent fantastic hài lòng.,positive
Worst worst terrible awful.,negative
Horrible regret terrible ghét tệ broken.,negative
Happy excellent great great.,positive
Yêu thích wonderful thích satisfied fantastic brilliant.,positive
Thích yêu thích love superb.,positive
Awful không đáng không đáng terrible ghét awful thất vọng.,negative
Hoàn hảo hoàn hảo tuyệt tốt.,positive
Xuất sắc hài lòng great thích xuất sắc.,positive
Amazing thích tuyệt happy.,positive
Tuyệt vời happy fantastic xuất sắc brilliant đáng tiền xuất sắc.,positive
Yêu thích tuyệt vời ổn xuất sắc hoàn hảo.,positive
Broken horrible worst kém.,negative
Great satisfied love đáng tiền xuất sắc.,positive
Great tuyệt vời thích excellent tuyệt superb.,positive
Superb tốt yêu thích excellent.,positive
Fantastic superb superb superb hài lòng hài lòng ổn.,positive
Awful tệ bad không đáng ghét horrible.,negative
Happy đáng tiền amazing fantastic wonderful yêu thích tuyệt vời.,positive
Tốt satisfied đáng tiền amazing đáng tiền hài lòng happy.,positive
Broken poor awful tệ.,negative
Kém broken ghét broken awful không đáng.,negative
Tồi tệ ghét ghét terrible tệ bad.,negative
Tuyệt vời ổn xuất sắc wonderful yêu thích hài lòng brilliant.,positive
Kém kém terrible hate kém regret broken tồi tệ.,negative
Love hài lòng tuyệt vời great love.,positive
Excellent thích xuất sắc satisfied tuyệt excellent yêu thích.,positive
Excellent satisfied love happy.,positive
Amazing wonderful amazing tốt great amazing satisfied.,positive
Thích wonderful wonderful tốt happy tuyệt vời hài lòng excellent.,positive
Broken broken bad poor.,negative
Tuyệt vời superb hài lòng amazing wonderful tốt superb amazing.,positive
Happy great hoàn hảo yêu thích fantastic excellent.,positive
Xuất sắc tốt tuyệt hài lòng tuyệt vời đáng tiền tốt.,positive
Love superb amazing wonderful satisfied brilliant.,positive
Tuyệt vời satisfied satisfied satisfied đáng tiền amazing amazing.,positive
Ghét không đáng awful terrible.,negative
Không đáng regret bad tệ.,negative
Worst thất vọng thất vọng broken.,negative
Tuyệt vời love brilliant thích great.,positive
Bad tồi tệ broken kém terrible terrible.,negative
Không đáng regret thất vọng hate worst không đáng tệ.,negative
Kém poor bad regret.,negative
Worst disappointed horrible horrible broken thất vọng.,negative
Xuất sắc wonderful great love.,positive
Satisfied great superb ổn thích tuyệt.,positive
Brilliant great great ổn fantastic brilliant tuyệt vời thích.,positive
Ghét bad horrible disappointed disappointed thất vọng tệ horrible.,negative
Wonderful đáng tiền hài lòng thích.,positive
Fantastic great hoàn hảo ổn.,positive
Ổn amazing fantastic thích ổn satisfied.,positive
oko,positive
oko bro,positive
oko quá,positive
oko tuyệt vời,positive
oko happy,positive
oko là tốt,positive
oko thật sự đáng yêu,positive
oko quá chất,positive
oko dễ thương,positive
oko nhẹ nhàng,positive
I really thỏa mãn it.,positive
The experience was poor.,negative
This is so ngon.,positive
Thật sự tuyệt.,positive
This is wonderful!,positive
It makes me feel annoying.,negative
This is xịn!,positive
Rất tồi tệ.,negative
This is dở.,negative
It makes me feel ngán.,negative
The experience was mãn nhãn.,positive
The experience was mất thời gian.,negative
I hate how annoying.,negative
Rất mãn nhãn.,positive
Tôi cảm thấy vô dụng.,negative
The experience was thỏa mãn.,positive
The experience was thỏa mãn.,positive
It makes me feel unusable.,negative
I am so đáng tiền with this.,positive
I love how really good.,positive
This is beautiful!,positive
It makes me feel mãn nhãn.,positive
This is ngu ngốc.,negative
Rất méo hiểu.,negative
It makes me feel really good.,positive
Rất bad.,negative
This is mất thời gian.,negative
The experience was đáng yêu.,positive
The experience was satisfying.,positive
Rất amazing.,positive
The experience was thỏa mãn.,positive
Thật sự cool.,positive
I really gorgeous it.,positive
I love how really good.,positive
It makes me feel disappointing.,negative
I love how đỉnh.,positive
I really méo hiểu it.,negative
This is tồi tệ quá.,negative
Thật sự worse.,negative
Thật sự thú vị.,positive
Tôi cảm thấy super.,positive
I love how fantastic.,positive
This is so ổn.,positive
I am so không tốt about this.,negative
Tôi cảm thấy chán.,negative
This is so worse.,negative
Rất nhàm.,negative
Thật sự không đáng.,negative
It makes me feel khó chịu.,negative
It makes me feel amazing.,positive
I really thỏa mãn it.,positive
This is vô dụng.,negative
Tôi cảm thấy không tốt.,negative
I love how tuyệt.,positive
I really méo hiểu it.,negative
I love how tràn đầy năng lượng.,positive
This is so dở ẹc.,negative
This is really good!,positive
I love how ổn.,positive
I really không tốt it.,negative
It makes me feel mãn nhãn.,positive
I hate how dở ẹc.,negative
Thật sự tốn thời gian.,negative
Rất không tốt.,negative
Thật sự tuyệt.,positive
It makes me feel dở.,negative
It makes me feel xịn.,positive
Rất tuyệt.,positive
Rất horrible.,negative
I love how excellent.,positive
I really nhàm it.,negative
This is yêu thích!,positive
It makes me feel tồi.,negative
Rất xịn.,positive
Thật sự méo hiểu.,negative
Tôi cảm thấy tồi tệ.,negative
This is đáng tiền!,positive
I really ngu ngốc it.,negative
I hate how dở ẹc.,negative
Thật sự thối.,negative
It makes me feel ngu.,negative
It makes me feel không tốt.,negative
This is so yêu thích.,positive
The experience was ngán ngẩm.,negative
The experience was yêu thích.,positive
Thật sự nhàm.,negative
I really tốn thời gian it.,negative
I really mãn nhãn it.,positive
Thật sự gorgeous.,positive
The experience was tồi.,negative
I love how super.,positive
This is so đáng tiền.,positive
This is beautiful!,positive
I really super it.,positive
I love how tuyệt.,positive
Tôi cảm thấy xịn.,positive
This is so ổn.,positive
This is ngu ngốc.,negative
I love how đáng tiền.,positive
Rất cool.,positive
Tôi cảm thấy kém.,negative
I really đáng yêu it.,positive
This is fantastic!,positive
Tôi cảm thấy cool.,positive
This is so không tốt.,negative
Thật sự awesome.,positive
Rất đẹp.,positive
I am so ổn with this.,positive
The experience was đỉnh.,positive
The experience was phiền.,negative
Thật sự fantastic.,positive
I really ngu ngốc it.,negative
Tôi cảm thấy vô dụng.,negative
The experience was beautiful.,positive
This is so awful.,negative
This is so đáng yêu.,positive
The experience was really good.,positive
This is xịn!,positive
The experience was đáng yêu.,positive
This is so tuyệt.,positive
I hate how không tốt.,negative
Thật sự disappointing.,negative
I hate how boring.,negative
I am so bad about this.,negative
Rất cool.,positive
Thật sự boring.,negative
It makes me feel khó chịu.,negative
Thật sự awful.,negative
The experience was great.,positive
This is không đáng.,negative
This is tồi tệ quá.,negative
This is so thú vị.,positive
Rất không đáng.,negative
The experience was really good.,positive
This is đẹp!,positive
This is so super.,positive
Thật sự cool.,positive
This is so wonderful.,positive
Tôi cảm thấy khó chịu.,negative
This is amazing!,positive
This is không tốt.,negative
The experience was tuyệt.,positive
Rất tốn thời gian.,negative
This is amazing!,positive
Tôi cảm thấy thỏa mãn.,positive
This is cực kỳ tốt!,positive
This is so boring.,negative
This is tràn đầy năng lượng!,positive
I am so nhàm about this.,negative
Tôi cảm thấy cool.,positive
Tôi cảm thấy fantastic.,positive
Tôi cảm thấy ngu ngốc.,negative
The experience was không tốt.,negative
I really nhàm it.,negative
Rất ngu ngốc.,negative
This is so super.,positive
Tôi cảm thấy dở.,negative
Thật sự ngán ngẩm.,negative
I hate how ngu.,negative
The experience was đỉnh.,positive
I love how beautiful.,positive
This is so ngu.,negative
Thật sự tồi.,negative
Rất thối.,negative
I love how wonderful.,positive
This is so cool.,positive
It makes me feel worse.,negative
I am so poor about this.,negative
This is so beautiful.,positive
Thật sự beautiful.,positive
Tôi cảm thấy wonderful.,positive
I am so bad about this.,negative
Thật sự excellent.,positive
I love how đáng tiền.,positive
This is satisfying!,positive
I hate how ngán.,negative
I hate how ngu.,negative
It makes me feel tuyệt vời.,positive
Tôi cảm thấy đẹp.,positive
I really ngu it.,negative
Thật sự không đáng.,negative
It makes me feel ngu ngốc.,negative
I really disappointing it.,negative
Rất ngon.,positive
This is ngon!,positive
Tôi cảm thấy beautiful.,positive
Rất ổn.,positive
Rất mãn nhãn.,positive
I really không đáng it.,negative
This is tồi tệ.,negative
I love how really good.,positive
The experience was mất thời gian.,negative
The experience was đáng tiền.,positive
Rất horrible.,negative
Thật sự wonderful.,positive
Rất ngạc nhiên.,positive
The experience was đau đầu.,negative
Tôi cảm thấy yêu thích.,positive
The experience was poor.,negative
Thật sự không đáng.,negative
Thật sự super.,positive
I am so khó chịu about this.,negative
It makes me feel ấm áp.,positive
The experience was yêu thích.,positive
It makes me feel ngạc nhiên.,positive
The experience was terrible.,negative
I am so tồi tệ about this.,negative
This is worse.,negative
I really đáng tiền it.,positive
I am so dở ẹc about this.,negative
Tôi cảm thấy mất thời gian.,negative
I really đau đầu it.,negative
This is so mãn nhãn.,positive
This is so ổn.,positive
It makes me feel bad.,negative
This is so không đáng.,negative
I really disappointing it.,negative
Rất annoying.,negative
The experience was không tốt.,negative
Thật sự thối.,negative
Thật sự tồi tệ quá.,negative
I am so phiền about this.,negative
The experience was khó chịu.,negative
Tôi cảm thấy terrible.,negative
I really disappointing it.,negative
I really nhàm it.,negative
I really kém it.,negative
This is so không tốt.,negative
Thật sự thối.,negative
Thật sự ngạc nhiên.,positive
Tôi cảm thấy ngon.,positive
I hate how tốn thời gian.,negative
I really terrible it.,negative
This is annoying.,negative
Tôi cảm thấy mãn nhãn.,positive
This is so tốn thời gian.,negative
This is khó chịu.,negative
Rất thỏa mãn.,positive
I really perfect it.,positive
The experience was chán.,negative
Rất đáng yêu.,positive
It makes me feel ổn.,positive
This is so xịn.,positive
It makes me feel phiền.,negative
Thật sự ngu ngốc.,negative
Tôi cảm thấy tồi tệ quá.,negative
Thật sự đẹp.,positive
I really yêu thích it.,positive
I really chán it.,negative
Rất xịn.,positive
I love how thú vị.,positive
Rất cool.,positive
I am so boring about this.,negative
It makes me feel dở.,negative
The experience was đáng yêu.,positive
Rất chán.,negative
Thật sự méo hiểu.,negative
I am so kém about this.,negative
The experience was đau đầu.,negative
This is đỉnh!,positive
The experience was annoying.,negative
The experience was tồi.,negative
I love how mãn nhãn.,positive
Thật sự tuyệt.,positive
Rất cực kỳ tốt.,positive
It makes me feel poor.,negative
I am so gorgeous with this.,positive
This is tồi.,negative
I really đau đầu it.,negative
This is tồi.,negative
Thật sự mãn nhãn.,positive
The experience was boring.,negative
It makes me feel amazing.,positive
This is không tốt.,negative
The experience was nice.,positive
This is so kém.,negative
It makes me feel thối.,negative
It makes me feel tồi tệ quá.,negative
It makes me feel không tốt.,negative
Tôi cảm thấy đau đầu.,negative
I really super it.,positive
This is so vô dụng.,negative
This is poor.,negative
I am so gorgeous with this.,positive
I really annoying it.,negative
The experience was fantastic.,positive
I really ổn it.,positive
I am so cực kỳ tốt with this.,positive
The experience was xịn.,positive
I hate how annoying.,negative
I love how really good.,positive
The experience was thú vị.,positive
The experience was khó chịu.,negative
Thật sự dở ẹc.,negative
Tôi cảm thấy đáng tiền.,positive
Rất yêu thích.,positive
It makes me feel bad.,negative
I really gorgeous it.,positive
I really nhàm it.,negative
I am so thú vị with this.,positive
The experience was mất thời gian.,negative
Thật sự kém.,negative
I love how đỉnh.,positive
Thật sự đáng yêu.,positive
I really vô dụng it.,negative
I really cool it.,positive
I really đau đầu it.,negative
Tôi cảm thấy bad.,negative
It makes me feel vô dụng.,negative
I love how awesome.,positive
This is so đỉnh.,positive
It makes me feel tồi tệ quá.,negative
I love how fantastic.,positive
Thật sự cool.,positive
This is so ngán.,negative
Thật sự mất thời gian.,negative
I am so cool with this.,positive
It makes me feel cực kỳ tốt.,positive
This is so terrible.,negative
It makes me feel terrible.,negative
It makes me feel awful.,negative
This is vô dụng.,negative
Tôi cảm thấy kém.,negative
Rất perfect.,positive
This is so poor.,negative
I am so terrible about this.,negative
Thật sự đáng yêu.,positive
The experience was horrible.,negative
This is so vô dụng.,negative
Rất worse.,negative
I hate how khó chịu.,negative
I am so không tốt about this.,negative
Tôi cảm thấy nhàm.,negative
The experience was gorgeous.,positive
It makes me feel awful.,negative
It makes me feel yêu thích.,positive
Thật sự satisfying.,positive
This is so đáng yêu.,positive
The experience was ấm áp.,positive
I really gorgeous it.,positive
It makes me feel boring.,negative
I hate how annoying.,negative
Rất annoying.,negative
I hate how không tốt.,negative
This is không đáng.,negative
This is so méo hiểu.,negative
Tôi cảm thấy không đáng.,negative
Thật sự ngu ngốc.,negative
I hate how chán.,negative
I hate how đau đầu.,negative
Tôi cảm thấy poor.,negative
The experience was mất thời gian.,negative
I hate how bad.,negative
Thật sự nice.,positive
Tôi cảm thấy không tốt.,negative
I am so super with this.,positive
I am so awesome with this.,positive
I love how wonderful.,positive
Tôi cảm thấy disappointing.,negative
This is so thỏa mãn.,positive
I love how thỏa mãn.,positive
I really tồi it.,negative
Rất cực kỳ tốt.,positive
The experience was phiền.,negative
I really chán it.,negative
It makes me feel tuyệt.,positive
Thật sự xịn.,positive
I am so không đáng about this.,negative
The experience was tuyệt vời.,positive
I really đau đầu it.,negative
It makes me feel méo hiểu.,negative
Thật sự fantastic.,positive
I hate how dở ẹc.,negative
I really awful it.,negative
I am so không đáng about this.,negative
This is tràn đầy năng lượng!,positive
This is satisfying!,positive
I hate how bad.,negative
I love how thú vị.,positive
This is beautiful!,positive
Tôi cảm thấy ổn.,positive
This is so worse.,negative
This is đau đầu.,negative
Tôi cảm thấy đẹp.,positive
This is so dở.,negative
The experience was satisfying.,positive
This is so mãn nhãn.,positive
The experience was satisfying.,positive
I am so super with this.,positive
Tôi cảm thấy bad.,negative
Thật sự tồi tệ.,negative
I am so vô dụng about this.,negative
Thật sự really good.,positive
This is wonderful!,positive
Rất không đáng.,negative
The experience was horrible.,negative
Thật sự ngu.,negative
I really ngán it.,negative
Tôi cảm thấy méo hiểu.,negative
The experience was boring.,negative
It makes me feel mãn nhãn.,positive
This is beautiful!,positive
This is so thối.,negative
Tôi cảm thấy poor.,negative
I hate how không tốt.,negative
I am so dở about this.,negative
Tôi cảm thấy gorgeous.,positive
I love how ngạc nhiên.,positive
This is so tuyệt vời.,positive
I hate how disappointing.,negative
I am so unusable about this.,negative
Thật sự khó chịu.,negative
It makes me feel horrible.,negative
I am so nice with this.,positive
This is so unusable.,negative
This is great!,positive
The experience was tuyệt.,positive
Tôi cảm thấy tồi tệ.,negative
I am so fantastic with this.,positive
I hate how tồi tệ.,negative
I am so dở about this.,negative
I hate how horrible.,negative
Tôi cảm thấy nhàm.,negative
Tôi cảm thấy tốn thời gian.,negative
Rất đẹp.,positive
The experience was thối.,negative
I love how fantastic.,positive
Thật sự không đáng.,negative
Thật sự really good.,positive
Tôi cảm thấy chán.,negative
I really tồi it.,negative
Rất fantastic.,positive
It makes me feel mãn nhãn.,positive
Rất méo hiểu.,negative
The experience was ngán.,negative
I love how xịn.,positive
I am so nhàm about this.,negative
The experience was tồi tệ.,negative
Rất fantastic.,positive
I really tồi tệ quá it.,negative
I really dở it.,negative
I am so annoying about this.,negative
I love how tuyệt.,positive
I really thối it.,negative
The experience was awful.,negative
I hate how worse.,negative
Thật sự really good.,positive
Thật sự xịn.,positive
Tôi cảm thấy horrible.,negative
Thật sự đẹp.,positive
I really terrible it.,negative
It makes me feel disappointing.,negative
It makes me feel tuyệt vời.,positive
The experience was satisfying.,positive
Rất dở ẹc.,negative
This is so mãn nhãn.,positive
Tôi cảm thấy không tốt.,negative
This is so đáng yêu.,positive
Rất không đáng.,negative
This is méo hiểu.,negative
I hate how phiền.,negative
This is so không tốt.,negative
I really tràn đầy năng lượng it.,positive
This is so đau đầu.,negative
Rất wonderful.,positive
Rất terrible.,negative
Tôi cảm thấy poor.,negative
Rất ngon.,positive
I am so ngán about this.,negative
I really tồi tệ it.,negative
I love how fantastic.,positive
This is ngán.,negative
